label,text,urls,sender,spfrecord,text_length,word_count,avg_words_per_sentence,suspicious_word_count,urgency_score,exclamation_count,caps_ratio,money_mentions,personal_info_requests,sender_domain_suspicious,sender_tld,sender_domain_length,sender_domain_spoofed,url_count,suspicious_url,url_shortener,url_ip_address,url_suspicious_tld,timestamp,day_of_week,hour_sent,email_client,dkim_valid,dmarc_pass,priority,message_size_bytes
legit,Software update available for Adobe,none,noreply@standard_bank.com,pass,35,5,5.0,1,0,0,0.057,0,0,False,.com,17,False,0,False,False,False,False,2025-08-21 12:53:27,Thursday,12,Gmail,False,True,normal,3541
legit,Your data export is ready for download,none,noreply@deutsche.com,pass,38,7,7.0,0,0,0,0.026,0,0,False,.com,12,False,0,False,False,False,False,2025-05-28 09:24:27,Wednesday,9,Gmail,True,False,normal,2503
phishing,Emirates_ID benefits CANCELLED! Restore within 19 February 2025,alert-citibank_uae.phish,security@fake-citibank_uae.com,fail,63,8,8.0,0,0,1,0.222,0,0,True,.com,21,True,1,True,False,False,False,2025-04-09 12:05:27,Wednesday,12,Unknown,False,False,high,691
phishing,IncomeTax SUSPENDED! Reactivate within 19 hours or lose benefits,update-icici.evil,security@fake-icici.com,fail,64,9,9.0,1,0,1,0.188,0,0,True,.com,14,True,1,True,False,False,False,2025-08-07 04:48:27,Thursday,4,Gmail,False,False,low,1008
phishing,Central_Bank Notice: Your Scotiabank account requires immediate verification,alert-scotiabank.bogus,security@fake-scotiabank.com,fail,76,8,8.0,2,1,0,0.066,0,0,True,.com,19,True,1,False,False,False,False,2025-08-31 16:49:27,Sunday,16,Yahoo Mail,False,False,high,727
phishing,"TAX NOTICE: Pay $1,000 on Venmo transactions",urgent-la_banque_postale.suspicious,security@fake-la_banque_postale.com,fail,44,7,7.0,0,0,0,0.25,1,0,True,.com,26,True,1,True,False,False,False,2025-08-21 16:42:27,Thursday,16,Unknown,False,False,low,2794
legit,Your Office license has been renewed,bendigo.jp,noreply@bendigo.org,pass,36,6,6.0,0,0,0,0.056,0,0,False,.org,11,False,1,False,False,False,False,2025-05-11 16:55:27,Sunday,16,Unknown,True,True,normal,6056
phishing,MOH SUSPENDED! Reactivate within 11 hours or lose benefits,update-bank_of_china_sg.fake,security@fake-bank_of_china_sg.com,fail,58,9,9.0,1,0,1,0.224,0,0,True,.com,25,True,1,True,False,False,False,2025-08-30 11:11:27,Saturday,11,Gmail,False,False,high,2958
phishing,"CRYPTO BOOM: Turn CHF10,000 into CHF25,000 guaranteed",verify-pictet.evil,security@fake-pictet.com,fail,53,7,7.0,0,0,0,0.321,0,0,True,.com,15,True,1,True,False,False,False,2025-05-10 23:30:27,Saturday,23,Unknown,False,True,normal,1695
phishing,SECURITY BREACH: Your smartphone is compromised! Secure now,verify-mitsubishi_ufj.fake,security@fake-mitsubishi_ufj.com,fail,59,8,8.0,1,0,1,0.271,0,0,True,.com,23,True,1,True,False,False,False,2025-06-03 09:16:27,Tuesday,9,Gmail,True,False,high,2317
phishing,"TAX AUTHORITY: Pay ₽35,000 on Alfa_Bank transactions",update-alfa_bank.bogus,security@fake-alfa_bank.com,fail,52,7,7.0,0,0,0,0.288,1,0,True,.com,18,True,1,False,False,False,False,2025-08-30 04:11:27,Saturday,4,Unknown,False,True,high,623
phishing,CRITICAL UPDATE: Antivirus vulnerability found! Patch now,alert-sony_bank.fake,security@fake-sony_bank.com,fail,57,7,7.0,1,1,1,0.281,0,0,True,.com,18,True,1,True,False,False,False,2025-06-25 02:58:27,Wednesday,2,Unknown,False,False,high,2941
legit,HypoVereinsbank mobile banking PIN changed successfully,hypovereinsbank.fr,noreply@hypovereinsbank.jp,pass,55,6,6.0,0,0,0,0.091,0,1,True,.jp,18,False,1,False,False,False,False,2025-05-13 15:11:27,Tuesday,15,Outlook,True,False,normal,4461
phishing,"Taxation_Dept NOTICE: Pay $2,500 penalty immediately",secure-deutsche.fraud,security@fake-deutsche.com,fail,52,6,6.0,1,1,0,0.173,1,0,True,.com,17,True,1,True,False,False,False,2025-03-30 02:11:27,Sunday,2,Outlook,False,False,normal,1547
legit,Monthly statement for PayPal_AU is ready,nab.com,noreply@nab.de,pass,40,6,6.0,0,0,0,0.125,0,0,True,.de,6,False,1,False,False,False,False,2025-07-15 17:30:27,Tuesday,17,Gmail,True,True,normal,6947
phishing,YOUR computer WARRANTY EXPIRED: Extend now or lose coverage,urgent-banco_do_brasil.evil,security@fake-banco_do_brasil.com,fail,59,9,9.0,0,0,0,0.339,0,0,True,.com,24,True,1,True,False,False,False,2025-07-03 12:35:27,Thursday,12,Unknown,True,False,low,2609
phishing,CRITICAL: Your Zelle account is compromised! Secure now,verify-goldmansachs.suspicious,security@fake-goldmansachs.com,fail,55,8,8.0,2,1,1,0.2,0,0,True,.com,21,True,1,True,False,False,False,2025-05-22 05:00:27,Thursday,5,Unknown,True,False,high,1329
legit,Bank_Australia mobile banking PIN changed successfully,none,noreply@bank_australia.in,pass,54,6,6.0,0,0,0,0.093,0,1,True,.in,17,False,0,False,False,False,False,2025-05-08 15:55:27,Thursday,15,Outlook,False,True,normal,3690
legit,Cashback of CHF500 credited to your Zelle,none,noreply@pictet.in,pass,41,7,7.0,0,0,0,0.122,0,0,True,.in,9,False,0,False,False,False,False,2025-04-09 15:00:27,Wednesday,15,Gmail,False,False,normal,7932
phishing,"PENSION FUND: Your retirement savings at risk! Transfer $50,000",verify-bpce.fake,security@fake-bpce.com,fail,63,9,9.0,0,0,1,0.206,1,0,True,.com,13,True,1,True,False,False,False,2025-07-06 00:08:27,Sunday,0,Outlook,False,False,normal,2098
legit,Raiffeisen credit card bill of CHF100 is due on 12/7/2025,raiffeisen.edu,noreply@raiffeisen.co.uk,pass,57,10,10.0,0,0,0,0.07,0,1,True,.uk,16,False,1,False,False,False,False,2025-05-01 09:01:27,Thursday,9,Apple Mail,False,True,low,4006
legit,Cashback of $500 credited to your Venmo,none,noreply@banque_populaire.com,pass,39,7,7.0,0,0,0,0.051,1,0,False,.com,20,False,0,False,False,False,False,2025-04-15 11:33:27,Tuesday,11,Gmail,True,False,normal,4524
phishing,Venmo will charge fees! Pay $100 to continue free service,urgent-targobank.bogus,security@fake-targobank.com,fail,57,10,10.0,0,0,1,0.035,1,0,True,.com,18,True,1,False,False,False,False,2025-06-19 23:37:27,Thursday,23,Unknown,True,True,high,2970
legit,Cheque book request approved for Nationwide account ****1189,nationwide.co.uk,noreply@nationwide.org,pass,60,8,8.0,1,0,0,0.033,0,0,False,.org,14,False,1,False,False,False,False,2025-05-13 11:44:27,Tuesday,11,Outlook,True,True,normal,5585
legit,Your data export is ready for download,la_banque_postale.edu,noreply@la_banque_postale.fr,pass,38,7,7.0,0,0,0,0.026,0,0,True,.fr,20,False,1,False,False,False,False,2025-05-24 10:03:27,Saturday,10,Outlook,False,True,normal,5434
legit,Your Electoral_Commission appointment is scheduled for 26/2/2025,santander.in,noreply@santander.org,pass,64,7,7.0,0,0,0,0.047,0,0,False,.org,13,False,1,False,False,False,False,2025-07-10 08:49:27,Thursday,8,Gmail,True,True,normal,1180
legit,Mobile recharge of R$200 completed via Pix,none,noreply@inter.co.uk,pass,42,7,7.0,0,0,0,0.071,1,0,True,.uk,11,False,0,False,False,False,False,2025-04-10 10:57:27,Thursday,10,Gmail,True,True,normal,1388
phishing,"PENSION FUND: Your retirement savings at risk! Transfer ₽35,000",update-ing_bank_russia.malicious,security@fake-ing_bank_russia.com,fail,63,9,9.0,0,0,1,0.206,1,0,True,.com,24,True,1,True,False,False,False,2025-05-27 22:17:27,Tuesday,22,Unknown,False,False,high,1419
phishing,FRAUD ALERT: Suspicious activity on Airtel_Money! Secure immediately,urgent-canara.scam,security@fake-canara.com,fail,68,8,8.0,4,1,1,0.206,0,0,True,.com,15,True,1,True,False,False,False,2025-07-31 11:22:27,Thursday,11,Yahoo Mail,False,False,low,1684
legit,Azteca mobile banking PIN changed successfully,azteca.fr,noreply@azteca.org,pass,46,6,6.0,0,0,0,0.087,0,1,False,.org,10,False,1,False,False,False,False,2025-05-17 15:00:27,Saturday,15,Gmail,False,True,normal,4559
legit,Dividend of S$500 credited to your account,dbs.edu,noreply@dbs.com,pass,42,7,7.0,1,0,0,0.048,1,0,False,.com,7,False,1,False,False,False,False,2025-04-25 08:53:27,Friday,8,Outlook,False,False,normal,4451
legit,"Investment maturity: ¥5,000,000 will mature on 15/2/2024",agricultural_bank.jp,noreply@agricultural_bank.gov,pass,56,7,7.0,0,0,0,0.018,1,0,False,.gov,21,False,1,False,False,False,False,2025-05-05 13:26:27,Monday,13,Outlook,False,True,normal,7356
phishing,Your 99Bill PIN is compromised! Change within 1 hour,urgent-china_minsheng.phish,security@fake-china_minsheng.com,fail,52,9,9.0,0,0,1,0.115,0,1,True,.com,23,True,1,True,False,False,False,2025-04-08 03:35:27,Tuesday,3,Unknown,False,False,high,2013
legit,"RTGS transfer of $10,000 credited to your account",jpmorgan.com,noreply@jpmorgan.org,pass,49,8,8.0,1,0,0,0.082,1,0,False,.org,12,False,1,False,False,False,False,2025-05-17 09:05:27,Saturday,9,Thunderbird,True,True,low,4954
legit,"Fixed deposit of R$25,000 has matured in your Caixa account",caixa.de,noreply@caixa.in,pass,59,10,10.0,1,0,0,0.051,1,0,True,.in,8,False,1,False,False,False,False,2025-08-31 08:24:27,Sunday,8,Gmail,True,True,normal,3712
legit,"Investment maturity: R$2,500 will mature on 19/2/2025",bradesco.edu,noreply@bradesco.in,pass,53,7,7.0,0,0,0,0.038,1,0,True,.in,11,False,1,False,False,False,False,2025-07-13 13:21:27,Sunday,13,Outlook,True,True,normal,2281
phishing,Companies_House document INVALID! Renew urgently or face consequences,update-tsb.evil,security@fake-tsb.com,fail,69,8,8.0,1,1,1,0.145,0,0,True,.com,12,True,1,True,False,False,False,2025-03-22 05:10:27,Saturday,5,Thunderbird,False,True,high,2513
phishing,URGENT: Your HSBC account will be suspended! Verify immediately,verify-hsbc.illegit,security@fake-hsbc.com,fail,63,9,9.0,5,2,1,0.19,0,0,True,.com,13,True,1,False,False,False,False,2025-07-07 00:31:27,Monday,0,Gmail,True,True,high,2762
legit,Your Ministry_Finance appointment is scheduled for 28/7/2024,none,noreply@icbc.au,pass,60,7,7.0,0,0,0,0.05,0,0,True,.au,7,False,0,False,False,False,False,2025-05-22 11:27:27,Thursday,11,Gmail,False,True,normal,7277
legit,Security settings updated successfully,mercantile.co.uk,noreply@mercantile.gov,pass,38,4,4.0,1,0,0,0.026,0,0,False,.gov,14,False,1,False,False,False,False,2025-03-22 15:23:27,Saturday,15,Apple Mail,False,True,normal,7382
phishing,Taxation_Dept NOTICE: Pay £200 penalty immediately,verify-halifax.bad,security@fake-halifax.com,fail,50,6,6.0,1,1,0,0.18,1,0,True,.com,16,True,1,True,False,False,False,2025-06-20 03:41:27,Friday,3,Unknown,False,False,high,2978
phishing,ADGOV benefits CANCELLED! Restore within 18 January 2025,verify-citibank_uae.bogus,security@fake-citibank_uae.com,fail,56,8,8.0,0,0,1,0.286,0,0,True,.com,21,True,1,False,False,False,False,2025-05-12 15:53:27,Monday,15,Gmail,False,False,normal,1016
phishing,Axis AUDIT: Submit transaction history or face penalty,update-axis.evil,security@fake-axis.com,fail,54,8,8.0,0,0,0,0.13,0,0,True,.com,13,True,1,True,False,False,False,2025-04-21 22:48:27,Monday,22,Gmail,False,False,high,2023
phishing,Google_Pay license suspended! Verify to restore access,verify-maybank_singapore.fraud,security@fake-maybank_singapore.com,fail,54,7,7.0,2,0,1,0.056,0,0,True,.com,26,True,1,True,False,False,False,2025-09-02 09:29:27,Tuesday,9,Gmail,False,False,normal,1151
phishing,FRAUD ALERT: Someone accessed your Invex account from Nagoya,urgent-invex.suspicious,security@fake-invex.com,fail,60,9,9.0,2,0,0,0.217,0,0,True,.com,14,True,1,True,False,False,False,2025-08-23 16:24:27,Saturday,16,Yahoo Mail,False,False,high,1223
legit,Your trading account statement is ready,laurentian.de,noreply@laurentian.co.uk,pass,39,6,6.0,1,0,0,0.026,0,0,True,.uk,16,False,1,False,False,False,False,2025-08-13 12:24:27,Wednesday,12,Outlook,False,False,normal,1559
legit,Debit card ending 2267 expires on 10/27,sumitomo_mitsui.edu,noreply@sumitomo_mitsui.au,pass,39,7,7.0,1,1,0,0.026,0,0,True,.au,18,False,1,False,False,False,False,2025-06-05 13:05:27,Thursday,13,Gmail,True,False,low,4215
legit,"RTGS transfer of $1,000 credited to your account",sparkasse.com,noreply@sparkasse.au,pass,48,8,8.0,1,0,0,0.083,1,0,True,.au,12,False,1,False,False,False,False,2025-05-07 09:00:27,Wednesday,9,Apple Mail,False,True,high,2961
legit,Your DMV application APP806399 has been approved,efg.co.uk,noreply@efg.jp,pass,48,7,7.0,0,0,0,0.146,0,0,True,.jp,6,False,1,False,False,False,False,2025-04-12 10:18:27,Saturday,10,Outlook,True,True,high,2212
legit,Your IncomeTax appointment is scheduled for 27/7/2025,pnb.com,noreply@pnb.co.uk,pass,53,7,7.0,0,0,0,0.057,0,0,True,.uk,9,False,1,False,False,False,False,2025-06-23 16:06:27,Monday,16,Apple Mail,True,True,normal,5910
phishing,NHS SUSPENDED! Reactivate within 4 hours or lose benefits,secure-halifax.bogus,security@fake-halifax.com,fail,57,9,9.0,1,0,1,0.228,0,0,True,.com,16,True,1,False,False,False,False,2025-05-05 23:05:27,Monday,23,Unknown,False,False,normal,1512
legit,Your Adobe license has been renewed,jpmorgan.org,noreply@jpmorgan.co.uk,pass,35,6,6.0,0,0,0,0.057,0,0,True,.uk,14,False,1,False,False,False,False,2025-05-25 14:06:27,Sunday,14,Gmail,True,True,low,6839
legit,TANF notification: New update available,none,noreply@inbursa.gov,pass,39,5,5.0,1,0,0,0.128,0,0,False,.gov,11,False,0,False,False,False,False,2025-05-23 13:34:27,Friday,13,Outlook,False,False,low,2116
phishing,Medicare_AU SEIZED: Prove ownership within 12 days,verify-nab.scam,security@fake-nab.com,fail,50,7,7.0,0,0,0,0.2,0,0,True,.com,12,True,1,True,False,False,False,2025-05-14 04:20:27,Wednesday,4,Thunderbird,False,True,high,829
legit,Your Photoshop license has been renewed,none,noreply@ping_an.gov,pass,39,6,6.0,0,0,0,0.051,0,0,False,.gov,11,False,0,False,False,False,False,2025-05-02 13:28:27,Friday,13,Gmail,True,True,normal,6910
legit,Tax-saving investment reminder for financial year 2025,laurentian.edu,noreply@laurentian.in,pass,54,7,7.0,0,0,0,0.019,0,0,True,.in,13,False,1,False,False,False,False,2025-07-15 17:09:27,Tuesday,17,Apple Mail,False,False,normal,3937
phishing,COURT SUMMONS: SARB fraud case! Respond within 24 days,update-bidvest.suspicious,security@fake-bidvest.com,fail,54,9,9.0,0,0,1,0.315,0,0,True,.com,16,True,1,True,False,False,False,2025-04-04 15:40:27,Friday,15,Unknown,True,False,high,1633
phishing,COURT ORDER: Landesbank account frozen! Appeal within 24 hours,secure-landesbank.malicious,security@fake-landesbank.com,fail,62,9,9.0,2,0,1,0.194,0,0,True,.com,19,True,1,True,False,False,False,2025-04-11 05:20:27,Friday,5,Apple Mail,False,False,low,709
phishing,"TRADING ACCOUNT: Margin call! Deposit ₽1,500,000 or lose positions",secure-vtb.fraud,security@fake-vtb.com,fail,66,9,9.0,1,0,1,0.242,1,0,True,.com,12,True,1,True,False,False,False,2025-07-15 04:27:27,Tuesday,4,Apple Mail,False,False,high,2768
legit,Your SSA appointment is scheduled for 6/7/2024,vontobel.com,noreply@vontobel.fr,pass,46,7,7.0,0,0,0,0.087,0,0,True,.fr,11,False,1,False,False,False,False,2025-06-08 13:59:27,Sunday,13,Gmail,True,True,normal,4833
phishing,"Zelle cashback of S$1,000 expires today",urgent-ocbc.bad,security@fake-ocbc.com,fail,39,6,6.0,1,1,0,0.051,1,0,True,.com,13,True,1,True,False,False,False,2025-07-22 10:38:27,Tuesday,10,Yahoo Mail,False,False,high,687
phishing,"TAX AUTHORITY: Pay C$1,000 on Laurentian transactions",update-laurentian.fake,security@fake-laurentian.com,fail,53,7,7.0,0,0,0,0.283,1,0,True,.com,19,True,1,True,False,False,False,2025-06-30 01:45:27,Monday,1,Outlook,False,False,normal,2775
phishing,IMMIGRATION ALERT: Emirates_ID status expired! Renew immediately,secure-cbd.bad,security@fake-cbd.com,fail,64,7,7.0,2,1,1,0.312,0,0,True,.com,12,True,1,True,False,False,False,2025-06-09 09:42:27,Monday,9,Unknown,False,False,high,2207
legit,Your laptop backup completed successfully,firstrand.com,noreply@firstrand.jp,pass,41,5,5.0,0,0,0,0.024,0,0,True,.jp,12,False,1,False,False,False,False,2025-08-07 15:28:27,Thursday,15,Outlook,True,False,normal,2000
legit,Cashback of C$500 credited to your Apple_Pay,bmo.au,noreply@bmo.de,pass,44,7,7.0,0,0,0,0.091,1,0,True,.de,6,False,1,False,False,False,False,2025-08-08 13:30:27,Friday,13,Gmail,True,True,low,6137
legit,"Fixed deposit of CHF10,000 has matured in your Credit_Suisse account",none,noreply@credit_suisse.co.uk,pass,68,10,10.0,1,0,0,0.088,0,0,True,.uk,19,False,0,False,False,False,False,2025-04-30 10:59:27,Wednesday,10,Outlook,False,True,normal,5411
phishing,"IPO OPPORTUNITY: Get 161 shares before public! Pay $2,500",secure-landesbank.phish,security@fake-landesbank.com,fail,57,9,9.0,0,0,1,0.281,1,0,True,.com,19,True,1,True,False,False,False,2025-03-25 01:26:27,Tuesday,1,Outlook,True,False,high,2549
legit,Debit card ending 7945 expires on 4/27,bpce.com,noreply@bpce.fr,pass,38,7,7.0,1,1,0,0.026,0,0,True,.fr,7,False,1,False,False,False,False,2025-08-26 10:17:27,Tuesday,10,Gmail,False,False,low,2480
legit,"Your investment goal of ₹1,00,000 is 162% complete",centralbank.fr,noreply@centralbank.org,pass,50,8,8.0,0,0,0,0.02,1,0,False,.org,15,False,1,False,False,False,False,2025-08-28 11:55:27,Thursday,11,Gmail,True,True,normal,3205
legit,Security scan completed - no threats found,bank_fc_otkritie.in,noreply@bank_fc_otkritie.edu,pass,42,7,7.0,0,0,0,0.024,0,0,False,.edu,20,False,1,False,False,False,False,2025-06-09 09:02:27,Monday,9,Gmail,True,False,high,7643
phishing,Customs document INVALID! Renew urgently or face consequences,verify-agricultural_bank.phish,security@fake-agricultural_bank.com,fail,61,8,8.0,1,1,1,0.148,0,0,True,.com,26,True,1,True,False,False,False,2025-06-02 23:13:27,Monday,23,Unknown,False,True,high,1766
legit,Your Nalog_ru appointment is scheduled for 6/12/2025,raiffeisenbank.de,noreply@raiffeisenbank.gov,pass,52,7,7.0,0,0,0,0.038,0,0,False,.gov,18,False,1,False,False,False,False,2025-06-14 11:30:27,Saturday,11,Outlook,True,True,normal,5535
phishing,FRAUD ALERT: Suspicious activity on MTS_Money! Secure immediately,secure-gazprombank.evil,security@fake-gazprombank.com,fail,65,8,8.0,4,1,1,0.246,0,0,True,.com,20,True,1,True,False,False,False,2025-08-20 09:35:27,Wednesday,9,Outlook,False,False,high,2782
legit,Your Receita_Federal profile has been updated successfully,none,noreply@safra.au,pass,58,7,7.0,1,0,0,0.052,0,0,True,.au,8,False,0,False,False,False,False,2025-06-25 11:05:27,Wednesday,11,Outlook,False,True,normal,2164
legit,Cheque book request approved for Citibank_Singapore account ****2193,citibank_singapore.au,noreply@citibank_singapore.co.uk,pass,68,8,8.0,1,0,0,0.044,0,0,True,.uk,24,False,1,False,False,False,False,2025-05-14 16:01:27,Wednesday,16,Outlook,False,True,normal,2458
legit,Portfolio rebalancing completed successfully,ping_an.de,noreply@ping_an.org,pass,44,4,4.0,0,0,0,0.023,0,0,False,.org,11,False,1,False,False,False,False,2025-06-13 09:07:27,Friday,9,Outlook,False,True,normal,2010
phishing,"CashApp will charge fees! Pay MX$1,000 to continue free service",verify-santander_mexico.bogus,security@fake-santander_mexico.com,fail,63,10,10.0,0,0,1,0.079,1,0,True,.com,25,True,1,False,False,False,False,2025-05-14 16:31:27,Wednesday,16,Yahoo Mail,False,False,high,2776
legit,Cheque book request approved for Shanghai_Pudong account ****7140,shanghai_pudong.gov,noreply@shanghai_pudong.gov,pass,65,8,8.0,1,0,0,0.046,0,0,False,.gov,19,False,1,False,False,False,False,2025-06-08 09:46:27,Sunday,9,Outlook,True,False,normal,7753
legit,"SIP of ₹50,000 deducted for Growth_Fund",none,noreply@indusind.co.uk,pass,39,6,6.0,0,0,0,0.128,1,0,True,.uk,14,False,0,False,False,False,False,2025-07-14 10:57:27,Monday,10,Gmail,False,True,normal,6639
phishing,DEWA benefits CANCELLED! Restore within 12 March 2025,secure-mashreq.fake,security@fake-mashreq.com,fail,53,8,8.0,0,0,1,0.283,0,0,True,.com,16,True,1,True,False,False,False,2025-05-05 04:16:27,Monday,4,Unknown,False,False,normal,847
legit,"Investment maturity: $25,000 will mature on 8/10/2025",none,noreply@pnc.org,pass,53,7,7.0,0,0,0,0.019,1,0,False,.org,7,False,0,False,False,False,False,2025-03-12 15:45:27,Wednesday,15,Outlook,True,False,normal,3652
phishing,Firefox IS OUTDATED: Update immediately for security,secure-maybank_singapore.scam,security@fake-maybank_singapore.com,fail,52,7,7.0,2,1,0,0.231,0,0,True,.com,26,True,1,True,False,False,False,2025-04-04 13:48:27,Friday,13,Gmail,False,False,normal,2334
legit,Square account linked with DBS successfully,dbs.fr,noreply@dbs.jp,pass,43,6,6.0,1,0,0,0.093,0,0,True,.jp,6,False,1,False,False,False,False,2025-04-27 15:22:27,Sunday,15,Gmail,True,False,normal,4553
legit,Your CashApp PIN has been changed successfully,scotiabank.com,noreply@scotiabank.org,pass,46,7,7.0,0,0,0,0.13,0,1,False,.org,14,False,1,False,False,False,False,2025-06-05 08:09:27,Thursday,8,Gmail,False,False,high,1355
legit,Your data export is ready for download,rhb_singapore.in,noreply@rhb_singapore.org,pass,38,7,7.0,0,0,0,0.026,0,0,False,.org,17,False,1,False,False,False,False,2025-08-19 11:49:27,Tuesday,11,Outlook,True,True,low,7779
phishing,ASIC SUSPENDED! Reactivate within 9 hours or lose benefits,verify-commonwealth.fake,security@fake-commonwealth.com,fail,58,9,9.0,1,0,1,0.241,0,0,True,.com,21,True,1,True,False,False,False,2025-09-04 22:58:27,Thursday,22,Unknown,False,False,normal,1149
legit,Security scan completed - no threats found,none,noreply@rbc.com,pass,42,7,7.0,0,0,0,0.024,0,0,False,.com,7,False,0,False,False,False,False,2025-04-13 15:05:27,Sunday,15,Gmail,True,False,high,2085
legit,Auto-pay set up for Cable via CashApp,cic.gov,noreply@cic.edu,pass,37,7,7.0,0,0,0,0.108,0,0,False,.edu,7,False,1,False,False,False,False,2025-05-15 14:18:27,Thursday,14,Outlook,False,False,normal,4118
legit,New investment opportunity matching your risk profile,capitec.in,noreply@capitec.au,pass,53,7,7.0,0,0,0,0.019,0,0,True,.au,10,False,1,False,False,False,False,2025-09-01 12:29:27,Monday,12,Outlook,False,True,low,7017
phishing,SECURITY BREACH: Your laptop is compromised! Secure now,urgent-postfinance.suspicious,security@fake-postfinance.com,fail,55,8,8.0,1,0,1,0.291,0,0,True,.com,20,True,1,True,False,False,False,2025-05-05 16:24:27,Monday,16,Apple Mail,False,False,low,2137
legit,Monthly statement for Samsung_Pay is ready,none,noreply@banamex.gov,pass,42,6,6.0,0,0,0,0.071,0,0,False,.gov,11,False,0,False,False,False,False,2025-03-11 12:13:27,Tuesday,12,Apple Mail,False,False,normal,2257
